2,5,1000,2,
Time_ms,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Acc_X,Acc_Y,Acc_Z,Jerk_X,Jerk_Y,Jerk_Z,Lat,Long,Height,Heading,Elevation,Bank,Ang-vel_X,Ang-vel_Y,Ang-vel_Z,Ang-acc_X,Ang-acc_Y,Ang-acc_Z,Ant1_Pos_X,Ant1_Pos_Y,Ant1_Pos_Z,Ant1_Vel_X,Ant1_Vel_Y,Ant1_Vel_Z,Ant1_Acc_X,Ant1_Acc_Y,Ant1_Acc_Z,Ant1_Lat,Ant1_Long,Ant1_Height,Ant1_DOP,Ant2_Pos_X,Ant2_Pos_Y,Ant2_Pos_Z,Ant2_Vel_X,Ant2_Vel_Y,Ant2_Vel_Z,Ant2_Acc_X,Ant2_Acc_Y,Ant2_Acc_Z,Ant2_Lat,Ant2_Long,Ant2_Height,Ant2_DOP
10000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
11000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
12000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
13000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
14000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
15000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
16000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
17000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
18000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
19000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
20000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
21000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
22000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
23000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
24000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
25000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
26000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
27000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
28000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.217
29000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
30000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
31000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
32000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
33000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
34000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
35000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
36000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
37000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
38000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
39000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
40000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
41000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
42000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
43000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
44000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
45000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
46000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
47000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
48000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
49000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216,6378155.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.00000000000,0.00000000000,18.0000,2.216
